event_id,video,frame_id,video_time_sec,type,type_cn,confidence,direction,message,bbox,source_frame_ids
3-blind_road_occupied-32,3,32,1.103,blind_road_occupied,盲道占用,0.9139,front,前方盲道被占用，请注意绕行。,"[46, 289, 539, 959]","[31, 32]"
3-blind_road_occupied-37,3,37,1.276,blind_road_occupied,盲道占用,0.9133,front,前方盲道被占用，请注意绕行。,"[50, 304, 537, 960]","[36, 37]"
3-blind_road_occupied-42,3,42,1.448,blind_road_occupied,盲道占用,0.9222,front,前方盲道被占用，请注意绕行。,"[54, 294, 538, 960]","[41, 42]"
3-blind_road_occupied-47,3,47,1.621,blind_road_occupied,盲道占用,0.8707,front,前方盲道被占用，请注意绕行。,"[83, 295, 538, 960]","[46, 47]"
3-blind_road_occupied-52,3,52,1.793,blind_road_occupied,盲道占用,0.6625,front,前方盲道被占用，请注意绕行。,"[116, 273, 540, 959]","[51, 52]"
3-blind_road_occupied-57,3,57,1.966,blind_road_occupied,盲道占用,0.6584,front,前方盲道被占用，请注意绕行。,"[128, 228, 540, 960]","[56, 57]"
3-blind_road_occupied-62,3,62,2.138,blind_road_occupied,盲道占用,0.6927,front,前方盲道被占用，请注意绕行。,"[112, 281, 540, 960]","[61, 62]"
3-blind_road_occupied-67,3,67,2.31,blind_road_occupied,盲道占用,0.7906,front,前方盲道被占用，请注意绕行。,"[91, 289, 540, 960]","[66, 67]"
3-blind_road_occupied-72,3,72,2.483,blind_road_occupied,盲道占用,0.8299,front,前方盲道被占用，请注意绕行。,"[104, 299, 540, 958]","[71, 72]"
3-blind_road_occupied-77,3,77,2.655,blind_road_occupied,盲道占用,0.8733,right_front,前方盲道被占用，建议向右前方绕行。,"[202, 302, 539, 960]","[76, 77]"
3-blind_road_occupied-82,3,82,2.828,blind_road_occupied,盲道占用,0.8491,front,前方盲道被占用，请注意绕行。,"[153, 300, 539, 959]","[81, 82]"
3-blind_road_occupied-87,3,87,3.0,blind_road_occupied,盲道占用,0.8848,front,前方盲道被占用，请注意绕行。,"[131, 333, 540, 958]","[86, 87]"
3-blind_road_occupied-92,3,92,3.172,blind_road_occupied,盲道占用,0.8744,front,前方盲道被占用，请注意绕行。,"[123, 345, 540, 956]","[91, 92]"
3-blind_road_occupied-97,3,97,3.345,blind_road_occupied,盲道占用,0.9164,front,前方盲道被占用，请注意绕行。,"[120, 379, 540, 960]","[96, 97]"
3-blind_road_occupied-102,3,102,3.517,blind_road_occupied,盲道占用,0.9259,front,前方盲道被占用，请注意绕行。,"[119, 391, 540, 960]","[101, 102]"
3-blind_road_occupied-107,3,107,3.69,blind_road_occupied,盲道占用,0.7840,front,前方盲道被占用，请注意绕行。,"[117, 401, 540, 959]","[106, 107]"
3-blind_road_occupied-112,3,112,3.862,blind_road_occupied,盲道占用,0.8219,front,前方盲道被占用，请注意绕行。,"[116, 437, 418, 960]","[111, 112]"
3-blind_road_occupied-117,3,117,4.034,blind_road_occupied,盲道占用,0.8722,front,前方盲道被占用，请注意绕行。,"[113, 478, 444, 960]","[116, 117]"
3-blind_road_occupied-122,3,122,4.207,blind_road_occupied,盲道占用,0.9193,front,前方盲道被占用，请注意绕行。,"[122, 506, 433, 960]","[121, 122]"
3-blind_road_occupied-127,3,127,4.379,blind_road_occupied,盲道占用,0.9257,front,前方盲道被占用，请注意绕行。,"[127, 543, 423, 960]","[126, 127]"
3-blind_road_occupied-132,3,132,4.552,blind_road_occupied,盲道占用,0.9140,front,前方盲道被占用，请注意绕行。,"[117, 587, 421, 960]","[131, 132]"
3-blind_road_occupied-137,3,137,4.724,blind_road_occupied,盲道占用,0.8903,front,前方盲道被占用，请注意绕行。,"[116, 615, 416, 960]","[136, 137]"
3-blind_road_occupied-142,3,142,4.897,blind_road_occupied,盲道占用,0.8960,front,前方盲道被占用，请注意绕行。,"[118, 638, 419, 960]","[141, 142]"
3-road_obstacle-145,3,145,5.0,road_obstacle,路面障碍,0.6146,front,前方有障碍，请注意避让。,"[3, 66, 489, 960]","[144, 145]"
3-blind_road_occupied-147,3,147,5.069,blind_road_occupied,盲道占用,0.8660,front,前方盲道被占用，请注意绕行。,"[121, 677, 431, 959]","[146, 147]"
3-road_obstacle-150,3,150,5.172,road_obstacle,路面障碍,0.6771,front,前方有障碍，请注意避让。,"[0, 42, 506, 826]","[149, 150]"
3-blind_road_occupied-152,3,152,5.241,blind_road_occupied,盲道占用,0.7919,front,前方盲道被占用，请注意绕行。,"[138, 717, 449, 959]","[151, 152]"
3-road_obstacle-155,3,155,5.345,road_obstacle,路面障碍,0.6227,front,前方有障碍，请注意避让。,"[0, 80, 496, 937]","[154, 155]"
3-blind_road_occupied-157,3,157,5.414,blind_road_occupied,盲道占用,0.5740,front,前方盲道被占用，请注意绕行。,"[120, 740, 440, 960]","[156, 157]"
3-road_obstacle-160,3,160,5.517,road_obstacle,路面障碍,0.6464,left_front,左前方有障碍，请注意避让。,"[12, 4, 224, 253]","[159, 160]"
3-blind_road_occupied-162,3,162,5.586,blind_road_occupied,盲道占用,0.6291,front,前方盲道被占用，请注意绕行。,"[105, 750, 421, 960]","[161, 162]"
3-road_obstacle-165,3,165,5.69,road_obstacle,路面障碍,0.7148,right_front,右前方有障碍，请注意避让。,"[185, 1, 539, 453]","[164, 165]"
3-road_obstacle-170,3,170,5.862,road_obstacle,路面障碍,0.8840,front,前方有障碍，请注意避让。,"[126, 4, 520, 448]","[169, 170]"
3-road_obstacle-176,3,176,6.069,road_obstacle,路面障碍,0.5727,front,前方有障碍，请注意避让。,"[2, 0, 395, 436]","[175, 176]"
3-road_obstacle-181,3,181,6.241,road_obstacle,路面障碍,0.6220,left_front,左前方有障碍，请注意避让。,"[15, 3, 314, 447]","[180, 181]"
3-road_obstacle-186,3,186,6.414,road_obstacle,路面障碍,0.8793,left_front,左前方有障碍，请注意避让。,"[1, 1, 252, 461]","[185, 186]"
3-road_obstacle-191,3,191,6.586,road_obstacle,路面障碍,0.8413,left_front,左前方有障碍，请注意避让。,"[2, 0, 198, 489]","[190, 191]"
3-road_obstacle-231,3,231,7.966,road_obstacle,路面障碍,0.6619,left_front,左前方有障碍，请注意避让。,"[2, 178, 142, 663]","[230, 231]"
3-blind_road_occupied-280,3,280,9.655,blind_road_occupied,盲道占用,0.6479,left_front,前方盲道被占用，建议向左前方绕行。,"[0, 25, 346, 539]","[279, 280]"
3-blind_road_occupied-285,3,285,9.828,blind_road_occupied,盲道占用,0.8571,front,前方盲道被占用，请注意绕行。,"[0, 18, 404, 595]","[284, 285]"
3-blind_road_occupied-290,3,290,10.0,blind_road_occupied,盲道占用,0.8559,front,前方盲道被占用，请注意绕行。,"[0, 16, 435, 599]","[289, 290]"
3-blind_road_occupied-295,3,295,10.172,blind_road_occupied,盲道占用,0.8607,front,前方盲道被占用，请注意绕行。,"[0, 24, 448, 632]","[294, 295]"
3-blind_road_occupied-300,3,300,10.345,blind_road_occupied,盲道占用,0.8291,front,前方盲道被占用，请注意绕行。,"[0, 24, 466, 688]","[299, 300]"
3-blind_road_occupied-305,3,305,10.517,blind_road_occupied,盲道占用,0.8218,front,前方盲道被占用，请注意绕行。,"[0, 17, 474, 725]","[304, 305]"
3-blind_road_occupied-310,3,310,10.69,blind_road_occupied,盲道占用,0.8714,front,前方盲道被占用，请注意绕行。,"[0, 43, 479, 735]","[309, 310]"
3-blind_road_occupied-315,3,315,10.862,blind_road_occupied,盲道占用,0.6740,front,前方盲道被占用，请注意绕行。,"[18, 46, 491, 754]","[314, 315]"
3-blind_road_occupied-320,3,320,11.034,blind_road_occupied,盲道占用,0.8598,front,前方盲道被占用，请注意绕行。,"[41, 47, 502, 764]","[319, 320]"
3-blind_road_occupied-325,3,325,11.207,blind_road_occupied,盲道占用,0.7907,front,前方盲道被占用，请注意绕行。,"[67, 47, 519, 835]","[324, 325]"
3-blind_road_occupied-330,3,330,11.379,blind_road_occupied,盲道占用,0.7068,front,前方盲道被占用，请注意绕行。,"[44, 46, 516, 893]","[329, 330]"
3-blind_road_occupied-335,3,335,11.552,blind_road_occupied,盲道占用,0.7401,front,前方盲道被占用，请注意绕行。,"[37, 44, 511, 960]","[334, 335]"
3-blind_road_occupied-340,3,340,11.724,blind_road_occupied,盲道占用,0.7714,front,前方盲道被占用，请注意绕行。,"[62, 58, 499, 959]","[339, 340]"
3-blind_road_occupied-345,3,345,11.897,blind_road_occupied,盲道占用,0.7281,front,前方盲道被占用，请注意绕行。,"[56, 70, 487, 959]","[344, 345]"
3-blind_road_occupied-350,3,350,12.069,blind_road_occupied,盲道占用,0.6519,front,前方盲道被占用，请注意绕行。,"[31, 73, 469, 960]","[349, 350]"
3-blind_road_occupied-355,3,355,12.241,blind_road_occupied,盲道占用,0.7674,front,前方盲道被占用，请注意绕行。,"[60, 85, 441, 958]","[354, 355]"
3-blind_road_occupied-360,3,360,12.414,blind_road_occupied,盲道占用,0.7647,front,前方盲道被占用，请注意绕行。,"[19, 103, 384, 958]","[359, 360]"
3-blind_road_occupied-365,3,365,12.586,blind_road_occupied,盲道占用,0.6506,left_front,前方盲道被占用，建议向左前方绕行。,"[1, 78, 337, 960]","[364, 365]"
3-blind_road_occupied-373,3,373,12.862,blind_road_occupied,盲道占用,0.5723,left_front,前方盲道被占用，建议向左前方绕行。,"[4, 127, 311, 960]","[372, 373]"
3-blind_road_occupied-382,3,382,13.172,blind_road_occupied,盲道占用,0.6724,left_front,前方盲道被占用，建议向左前方绕行。,"[7, 161, 295, 960]","[381, 382]"
3-blind_road_occupied-395,3,395,13.621,blind_road_occupied,盲道占用,0.6535,front,前方盲道被占用，请注意绕行。,"[75, 197, 330, 951]","[394, 395]"
3-blind_road_occupied-400,3,400,13.793,blind_road_occupied,盲道占用,0.8540,front,前方盲道被占用，请注意绕行。,"[52, 207, 350, 960]","[399, 400]"
3-blind_road_occupied-405,3,405,13.966,blind_road_occupied,盲道占用,0.8874,front,前方盲道被占用，请注意绕行。,"[65, 220, 366, 960]","[404, 405]"
3-blind_road_occupied-410,3,410,14.138,blind_road_occupied,盲道占用,0.9166,front,前方盲道被占用，请注意绕行。,"[47, 239, 379, 958]","[409, 410]"
3-blind_road_occupied-415,3,415,14.31,blind_road_occupied,盲道占用,0.9128,front,前方盲道被占用，请注意绕行。,"[45, 259, 382, 959]","[414, 415]"
3-blind_road_occupied-420,3,420,14.483,blind_road_occupied,盲道占用,0.9232,front,前方盲道被占用，请注意绕行。,"[57, 273, 399, 959]","[419, 420]"
3-blind_road_occupied-425,3,425,14.655,blind_road_occupied,盲道占用,0.9166,front,前方盲道被占用，请注意绕行。,"[74, 297, 413, 959]","[424, 425]"
3-blind_road_occupied-430,3,430,14.828,blind_road_occupied,盲道占用,0.9281,front,前方盲道被占用，请注意绕行。,"[99, 308, 438, 960]","[429, 430]"
3-blind_road_occupied-435,3,435,15.0,blind_road_occupied,盲道占用,0.9333,front,前方盲道被占用，请注意绕行。,"[107, 320, 442, 960]","[434, 435]"
3-blind_road_occupied-440,3,440,15.172,blind_road_occupied,盲道占用,0.9021,front,前方盲道被占用，请注意绕行。,"[95, 341, 440, 960]","[439, 440]"
3-blind_road_occupied-445,3,445,15.345,blind_road_occupied,盲道占用,0.9139,front,前方盲道被占用，请注意绕行。,"[122, 356, 434, 960]","[444, 445]"
3-blind_road_occupied-450,3,450,15.517,blind_road_occupied,盲道占用,0.9237,front,前方盲道被占用，请注意绕行。,"[130, 364, 425, 960]","[449, 450]"
3-blind_road_occupied-455,3,455,15.69,blind_road_occupied,盲道占用,0.9185,front,前方盲道被占用，请注意绕行。,"[136, 367, 422, 960]","[454, 455]"
3-blind_road_occupied-460,3,460,15.862,blind_road_occupied,盲道占用,0.9153,front,前方盲道被占用，请注意绕行。,"[135, 384, 419, 960]","[459, 460]"
3-blind_road_occupied-465,3,465,16.034,blind_road_occupied,盲道占用,0.9104,front,前方盲道被占用，请注意绕行。,"[135, 400, 423, 960]","[464, 465]"
3-blind_road_occupied-470,3,470,16.207,blind_road_occupied,盲道占用,0.9097,front,前方盲道被占用，请注意绕行。,"[122, 401, 410, 960]","[469, 470]"
3-blind_road_occupied-475,3,475,16.379,blind_road_occupied,盲道占用,0.9158,front,前方盲道被占用，请注意绕行。,"[121, 418, 398, 960]","[474, 475]"
3-blind_road_occupied-480,3,480,16.552,blind_road_occupied,盲道占用,0.9122,front,前方盲道被占用，请注意绕行。,"[114, 442, 385, 960]","[479, 480]"
3-blind_road_occupied-485,3,485,16.724,blind_road_occupied,盲道占用,0.9199,front,前方盲道被占用，请注意绕行。,"[99, 452, 371, 960]","[484, 485]"
3-blind_road_occupied-490,3,490,16.897,blind_road_occupied,盲道占用,0.9183,front,前方盲道被占用，请注意绕行。,"[89, 468, 360, 960]","[489, 490]"
3-blind_road_occupied-495,3,495,17.069,blind_road_occupied,盲道占用,0.8823,front,前方盲道被占用，请注意绕行。,"[58, 485, 341, 960]","[494, 495]"
3-blind_road_occupied-500,3,500,17.241,blind_road_occupied,盲道占用,0.9110,front,前方盲道被占用，请注意绕行。,"[47, 504, 317, 960]","[499, 500]"
3-road_obstacle-503,3,503,17.345,road_obstacle,路面障碍,0.5708,right_front,右前方有障碍，请注意避让。,"[330, 11, 499, 357]","[502, 503]"
3-blind_road_occupied-505,3,505,17.414,blind_road_occupied,盲道占用,0.9020,left_front,前方盲道被占用，建议向左前方绕行。,"[28, 518, 298, 960]","[504, 505]"
3-road_obstacle-509,3,509,17.552,road_obstacle,路面障碍,0.6225,right_front,右前方有障碍，请注意避让。,"[330, 11, 485, 348]","[508, 509]"
3-blind_road_occupied-510,3,510,17.586,blind_road_occupied,盲道占用,0.8619,left_front,前方盲道被占用，建议向左前方绕行。,"[22, 535, 290, 960]","[509, 510]"
3-road_obstacle-514,3,514,17.724,road_obstacle,路面障碍,0.6887,right_front,右前方有障碍，请注意避让。,"[327, 23, 471, 355]","[513, 514]"
3-blind_road_occupied-515,3,515,17.759,blind_road_occupied,盲道占用,0.8251,front,前方盲道被占用，请注意绕行。,"[97, 575, 292, 960]","[514, 515]"
3-road_obstacle-519,3,519,17.897,road_obstacle,路面障碍,0.5702,right_front,右前方有障碍，请注意避让。,"[337, 32, 467, 358]","[518, 519]"
3-blind_road_occupied-520,3,520,17.931,blind_road_occupied,盲道占用,0.6357,front,前方盲道被占用，请注意绕行。,"[95, 586, 288, 960]","[519, 520]"
3-road_obstacle-524,3,524,18.069,road_obstacle,路面障碍,0.5701,right_front,右前方有障碍，请注意避让。,"[332, 41, 458, 362]","[523, 524]"
3-blind_road_occupied-526,3,526,18.138,blind_road_occupied,盲道占用,0.5986,front,前方盲道被占用，请注意绕行。,"[97, 632, 290, 960]","[525, 526]"
3-road_obstacle-531,3,531,18.31,road_obstacle,路面障碍,0.7199,front,前方有障碍，请注意避让。,"[1, 246, 447, 681]","[530, 531]"
3-blind_road_occupied-534,3,534,18.414,blind_road_occupied,盲道占用,0.6539,left_front,前方盲道被占用，建议向左前方绕行。,"[49, 670, 271, 960]","[533, 534]"
3-road_obstacle-536,3,536,18.483,road_obstacle,路面障碍,0.7243,front,前方有障碍，请注意避让。,"[1, 308, 456, 798]","[535, 536]"
3-blind_road_occupied-540,3,540,18.621,blind_road_occupied,盲道占用,0.7109,left_front,前方盲道被占用，建议向左前方绕行。,"[7, 733, 258, 960]","[539, 540]"
3-road_obstacle-541,3,541,18.655,road_obstacle,路面障碍,0.7204,right_front,右前方有障碍，请注意避让。,"[330, 42, 479, 353]","[540, 541]"
3-blind_road_occupied-545,3,545,18.793,blind_road_occupied,盲道占用,0.6347,left_front,前方盲道被占用，建议向左前方绕行。,"[0, 744, 262, 960]","[544, 545]"
3-road_obstacle-546,3,546,18.828,road_obstacle,路面障碍,0.7219,right_front,右前方有障碍，请注意避让。,"[338, 38, 482, 344]","[545, 546]"
4-road_obstacle-2,4,2,0.069,road_obstacle,路面障碍,0.8363,right_front,右前方有障碍，请注意避让。,"[413, 247, 539, 304]","[1, 2]"
4-road_obstacle-7,4,7,0.241,road_obstacle,路面障碍,0.8154,right_front,右前方有障碍，请注意避让。,"[427, 241, 539, 298]","[6, 7]"
4-road_obstacle-12,4,12,0.414,road_obstacle,路面障碍,0.7029,right_front,右前方有障碍，请注意避让。,"[432, 238, 539, 296]","[11, 12]"
4-road_obstacle-17,4,17,0.586,road_obstacle,路面障碍,0.6667,right_front,右前方有障碍，请注意避让。,"[431, 235, 539, 294]","[16, 17]"
4-road_obstacle-22,4,22,0.759,road_obstacle,路面障碍,0.7834,right_front,右前方有障碍，请注意避让。,"[428, 231, 539, 290]","[21, 22]"
4-road_obstacle-27,4,27,0.931,road_obstacle,路面障碍,0.8197,right_front,右前方有障碍，请注意避让。,"[432, 223, 539, 284]","[26, 27]"
4-road_obstacle-32,4,32,1.103,road_obstacle,路面障碍,0.8323,right_front,右前方有障碍，请注意避让。,"[432, 215, 540, 279]","[31, 32]"
4-road_obstacle-37,4,37,1.276,road_obstacle,路面障碍,0.8191,right_front,右前方有障碍，请注意避让。,"[436, 212, 539, 277]","[36, 37]"
4-road_obstacle-42,4,42,1.448,road_obstacle,路面障碍,0.8307,right_front,右前方有障碍，请注意避让。,"[438, 207, 539, 270]","[41, 42]"
4-road_obstacle-47,4,47,1.621,road_obstacle,路面障碍,0.7997,right_front,右前方有障碍，请注意避让。,"[444, 199, 539, 263]","[46, 47]"
4-road_obstacle-52,4,52,1.793,road_obstacle,路面障碍,0.7932,right_front,右前方有障碍，请注意避让。,"[453, 188, 540, 254]","[51, 52]"
4-road_obstacle-57,4,57,1.966,road_obstacle,路面障碍,0.8070,right_front,右前方有障碍，请注意避让。,"[459, 180, 540, 243]","[56, 57]"
4-road_obstacle-62,4,62,2.138,road_obstacle,路面障碍,0.7355,right_front,右前方有障碍，请注意避让。,"[459, 182, 540, 246]","[61, 62]"
4-road_obstacle-67,4,67,2.31,road_obstacle,路面障碍,0.8036,right_front,右前方有障碍，请注意避让。,"[455, 190, 540, 255]","[66, 67]"
4-road_obstacle-72,4,72,2.483,road_obstacle,路面障碍,0.8158,right_front,右前方有障碍，请注意避让。,"[451, 190, 540, 257]","[71, 72]"
4-road_obstacle-77,4,77,2.655,road_obstacle,路面障碍,0.8179,right_front,右前方有障碍，请注意避让。,"[452, 190, 540, 259]","[76, 77]"
4-road_obstacle-82,4,82,2.828,road_obstacle,路面障碍,0.8220,right_front,右前方有障碍，请注意避让。,"[459, 195, 540, 264]","[81, 82]"
4-road_obstacle-87,4,87,3.0,road_obstacle,路面障碍,0.7855,right_front,右前方有障碍，请注意避让。,"[471, 211, 540, 270]","[86, 87]"
4-road_obstacle-92,4,92,3.172,road_obstacle,路面障碍,0.7640,right_front,右前方有障碍，请注意避让。,"[473, 225, 540, 283]","[91, 92]"
4-road_obstacle-97,4,97,3.345,road_obstacle,路面障碍,0.7488,right_front,右前方有障碍，请注意避让。,"[478, 236, 540, 292]","[96, 97]"
4-road_obstacle-102,4,102,3.517,road_obstacle,路面障碍,0.6223,right_front,右前方有障碍，请注意避让。,"[357, 271, 373, 336]","[101, 102]"
4-road_obstacle-107,4,107,3.69,road_obstacle,路面障碍,0.6533,right_front,右前方有障碍，请注意避让。,"[489, 267, 540, 318]","[106, 107]"
4-road_obstacle-112,4,112,3.862,road_obstacle,路面障碍,0.6473,right_front,右前方有障碍，请注意避让。,"[473, 311, 503, 423]","[111, 112]"
4-road_obstacle-117,4,117,4.034,road_obstacle,路面障碍,0.6359,right_front,右前方有障碍，请注意避让。,"[481, 308, 510, 425]","[116, 117]"
4-road_obstacle-122,4,122,4.207,road_obstacle,路面障碍,0.5841,right_front,右前方有障碍，请注意避让。,"[378, 273, 396, 341]","[121, 122]"
4-road_obstacle-127,4,127,4.379,road_obstacle,路面障碍,0.6779,front,前方有障碍，请注意避让。,"[312, 267, 339, 421]","[126, 127]"
4-road_obstacle-132,4,132,4.552,road_obstacle,路面障碍,0.6801,front,前方有障碍，请注意避让。,"[343, 248, 374, 407]","[131, 132]"
4-road_obstacle-137,4,137,4.724,road_obstacle,路面障碍,0.6336,right_front,右前方有障碍，请注意避让。,"[355, 235, 386, 390]","[136, 137]"
4-road_obstacle-142,4,142,4.897,road_obstacle,路面障碍,0.6755,front,前方有障碍，请注意避让。,"[321, 236, 355, 427]","[141, 142]"
4-road_obstacle-147,4,147,5.069,road_obstacle,路面障碍,0.5793,right_front,右前方有障碍，请注意避让。,"[398, 196, 421, 282]","[146, 147]"
4-road_obstacle-152,4,152,5.241,road_obstacle,路面障碍,0.5591,front,前方有障碍，请注意避让。,"[246, 229, 281, 454]","[151, 152]"
4-road_obstacle-164,4,164,5.655,road_obstacle,路面障碍,0.6560,front,前方有障碍，请注意避让。,"[233, 209, 276, 521]","[163, 164]"
4-road_obstacle-169,4,169,5.828,road_obstacle,路面障碍,0.6280,front,前方有障碍，请注意避让。,"[209, 256, 255, 556]","[168, 169]"
4-road_obstacle-175,4,175,6.034,road_obstacle,路面障碍,0.6150,front,前方有障碍，请注意避让。,"[183, 259, 235, 593]","[174, 175]"
4-road_obstacle-180,4,180,6.207,road_obstacle,路面障碍,0.6965,front,前方有障碍，请注意避让。,"[184, 265, 232, 513]","[179, 180]"
4-road_obstacle-185,4,185,6.379,road_obstacle,路面障碍,0.7681,front,前方有障碍，请注意避让。,"[192, 265, 241, 532]","[184, 185]"
4-road_obstacle-190,4,190,6.552,road_obstacle,路面障碍,0.7659,front,前方有障碍，请注意避让。,"[191, 289, 245, 585]","[189, 190]"
4-road_obstacle-195,4,195,6.724,road_obstacle,路面障碍,0.7650,front,前方有障碍，请注意避让。,"[152, 315, 211, 641]","[194, 195]"
4-road_obstacle-200,4,200,6.897,road_obstacle,路面障碍,0.7694,left_front,左前方有障碍，请注意避让。,"[95, 337, 164, 708]","[199, 200]"
4-road_obstacle-205,4,205,7.069,road_obstacle,路面障碍,0.7803,left_front,左前方有障碍，请注意避让。,"[49, 589, 117, 795]","[204, 205]"
4-road_obstacle-210,4,210,7.241,road_obstacle,路面障碍,0.6804,front,前方有障碍，请注意避让。,"[233, 219, 258, 332]","[209, 210]"
4-road_obstacle-215,4,215,7.414,road_obstacle,路面障碍,0.6927,front,前方有障碍，请注意避让。,"[223, 223, 252, 352]","[214, 215]"
4-road_obstacle-220,4,220,7.586,road_obstacle,路面障碍,0.6718,front,前方有障碍，请注意避让。,"[226, 223, 255, 362]","[219, 220]"
4-road_obstacle-225,4,225,7.759,road_obstacle,路面障碍,0.6308,front,前方有障碍，请注意避让。,"[244, 222, 275, 348]","[224, 225]"
4-road_obstacle-231,4,231,7.966,road_obstacle,路面障碍,0.6857,front,前方有障碍，请注意避让。,"[271, 226, 304, 359]","[230, 231]"
4-road_obstacle-236,4,236,8.138,road_obstacle,路面障碍,0.7056,front,前方有障碍，请注意避让。,"[283, 234, 317, 377]","[235, 236]"
4-road_obstacle-248,4,248,8.552,road_obstacle,路面障碍,0.6283,front,前方有障碍，请注意避让。,"[243, 264, 280, 420]","[247, 248]"
4-road_obstacle-253,4,253,8.724,road_obstacle,路面障碍,0.6956,front,前方有障碍，请注意避让。,"[242, 275, 278, 436]","[252, 253]"
4-road_obstacle-264,4,264,9.103,road_obstacle,路面障碍,0.7397,front,前方有障碍，请注意避让。,"[256, 290, 296, 474]","[263, 264]"
